date,keyword,score,source,rank,related_to,related_terms,normalized_keyword,nouns,tokenizer,topic,confidence,classification_method,matched_keywords,audience_segment,audience_confidence,audience_method,audience_matched_keywords,generation_segment,generation_confidence,generation_method,generation_matched_keywords
2026-04-18,北九州 天気,40.0,related_queries:rising,6.0,天気,,北九州 天気,北九州|天気,sudachi,日常・雑談,0.8,keyword_fallback,天気,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,中学生 行方 不明,100.0,related_queries:top,1.0,中学生,,中学生 行方 不明,中学生|行方|不明,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,行方 不明,97.0,related_queries:top,2.0,中学生,,行方 不明,行方|不明,sudachi,学校・学生生活,0.725,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,新潟,82.0,related_queries:top,3.0,中学生,,新潟,新潟,sudachi,学校・学生生活,0.725,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,中学生 女子,78.0,related_queries:top,4.0,中学生,,中学生 女子,中学生|女子,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,女性寄り,0.95,keyword_signal,女,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,新潟 中学生,77.0,related_queries:top,5.0,中学生,,新潟 中学生,新潟|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,新潟 中学生 行方 不明,73.0,related_queries:top,6.0,中学生,,新潟 中学生 行方 不明,新潟|中学生|行方|不明,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,十日町 市 の 女子 中学生,100.0,related_queries:rising,1.0,中学生,,十日町 市 の 女子 中学生,10|町|市|女子|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,女性寄り,0.95,keyword_signal,女,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,人権 作文 中学生,100.0,related_queries:rising,2.0,中学生,,人権 作文 中学生,人権|作文|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,50 メートル 走 中学生,100.0,related_queries:rising,3.0,中学生,,50 メートル 走 中学生,50|メートル|走|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,50 メートル 走 平均 中学生,100.0,related_queries:rising,4.0,中学生,,50 メートル 走 平均 中学生,50|メートル|走|平均|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,十日町 市 中学生 行方 不明,100.0,related_queries:rising,5.0,中学生,,十日町 市 中学生 行方 不明,10|町|市|中学生|行方|不明,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,バスレク 中学生,100.0,related_queries:rising,6.0,中学生,,バスレク 中学生,バスレク|中学生,sudachi,学校・学生生活,0.95,keyword_fallback,学生|中学生,中立・不明,0.25,keyword_signal,,10代・学生,0.95,keyword_signal,学生|中学生
2026-04-18,就活 面接,100.0,related_queries:top,1.0,就活,,就活 面接,就活|面接,sudachi,仕事・キャリア,0.95,keyword_fallback,就活|面接,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,就活 会議,76.0,related_queries:top,2.0,就活,,就活 会議,就活|会議,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,就活 メール,37.0,related_queries:top,3.0,就活,,就活 メール,就活|メール,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,就活 写真,34.0,related_queries:top,4.0,就活,,就活 写真,就活|写真,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,就活 イベント,29.0,related_queries:top,5.0,就活,,就活 イベント,就活|イベント,sudachi,遊び・レジャー,0.8,keyword_fallback,イベント,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,就活 スーツ,26.0,related_queries:top,6.0,就活,,就活 スーツ,就活|スーツ,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,ミキワメ 就活,100.0,related_queries:rising,1.0,就活,,ミキワメ 就活,ミキワメ|就活,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,nnt と は 就活,100.0,related_queries:rising,2.0,就活,,nnt と は 就活,nnt|就活,sudachi,仕事・キャリア,0.8,keyword_fallback,就活,中立・不明,0.25,keyword_signal,,20代,0.95,keyword_signal,就活
2026-04-18,在宅,100.0,related_queries:top,1.0,在宅ワーク,,在宅,在宅,sudachi,副業・稼ぐ,0.6125,keyword_fallback,在宅ワーク,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,在宅 ワーク,100.0,related_queries:top,2.0,在宅ワーク,,在宅 ワーク,在宅|ワーク,sudachi,副業・稼ぐ,0.95,keyword_fallback,在宅ワーク,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,在宅 ワーク 求人,27.0,related_queries:top,3.0,在宅ワーク,,在宅 ワーク 求人,在宅|ワーク|求人,sudachi,仕事・キャリア,0.8,keyword_fallback,求人,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,求人,26.0,related_queries:top,4.0,在宅ワーク,,求人,求人,sudachi,仕事・キャリア,0.95,keyword_fallback,求人,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,在宅 ワーク バイト,7.0,related_queries:top,5.0,在宅ワーク,,在宅 ワーク バイト,在宅|ワーク|バイト,sudachi,学校・学生生活,0.8,keyword_fallback,バイト,中立・不明,0.25,keyword_signal,,20代,0.75,keyword_signal,バイト
2026-04-18,在宅 バイト,7.0,related_queries:top,6.0,在宅ワーク,,在宅 バイト,在宅|バイト,sudachi,学校・学生生活,0.8,keyword_fallback,バイト,中立・不明,0.25,keyword_signal,,20代,0.75,keyword_signal,バイト
2026-04-18,エン 派遣,60.0,related_queries:rising,1.0,在宅ワーク,,エン 派遣,エン|派遣,sudachi,副業・稼ぐ,0.6125,keyword_fallback,在宅ワーク,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,完全 在宅 ワーク 全国 どこでも データ 入力,50.0,related_queries:rising,2.0,在宅ワーク,,完全 在宅 ワーク 全国 どこでも データ 入力,在宅|ワーク|全国|データ|入力,sudachi,副業・稼ぐ,0.65,keyword_fallback,在宅ワーク,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,在宅 ワーク 石川 県,50.0,related_queries:rising,3.0,在宅ワーク,,在宅 ワーク 石川 県,在宅|ワーク|石川|県,sudachi,副業・稼ぐ,0.65,keyword_fallback,在宅ワーク,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,マッチング アプリ,100.0,related_queries:top,1.0,マッチングアプリ,,マッチング アプリ,マッチング|アプリ,sudachi,恋愛,0.95,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,マッチング,100.0,related_queries:top,2.0,マッチングアプリ,,マッチング,マッチング,sudachi,恋愛,0.6125,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,おすすめ マッチング アプリ,6.0,related_queries:top,3.0,マッチングアプリ,,おすすめ マッチング アプリ,御勧め|マッチング|アプリ,sudachi,恋愛,0.65,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,無料 マッチング アプリ,4.0,related_queries:top,4.0,マッチングアプリ,,無料 マッチング アプリ,無料|マッチング|アプリ,sudachi,恋愛,0.65,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,既婚 者 マッチング アプリ,4.0,related_queries:top,5.0,マッチングアプリ,,既婚 者 マッチング アプリ,既婚|者|マッチング|アプリ,sudachi,恋愛,0.65,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,既婚 者 マッチング,4.0,related_queries:top,6.0,マッチングアプリ,,既婚 者 マッチング,既婚|者|マッチング,sudachi,恋愛,0.6125,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,マッチング アプリ おすすめ 50 代,80.0,related_queries:rising,1.0,マッチングアプリ,,マッチング アプリ おすすめ 50 代,マッチング|アプリ|御勧め|50|代,sudachi,恋愛,0.65,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,50代以上,0.95,keyword_signal,50代
2026-04-18,ブライダル ネット,40.0,related_queries:rising,2.0,マッチングアプリ,,ブライダル ネット,ブライダル|ネット,sudachi,恋愛,0.6125,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,カドル,40.0,related_queries:rising,3.0,マッチングアプリ,,カドル,カドル,sudachi,恋愛,0.6125,keyword_fallback,マッチングアプリ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,エロ 動画,100.0,related_queries:top,1.0,エロ,,エロ 動画,エロ|動画,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,漫画 エロ,61.0,related_queries:top,2.0,エロ,,漫画 エロ,漫画|エロ,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,無料 エロ,31.0,related_queries:top,3.0,エロ,,無料 エロ,無料|エロ,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,エロ アニメ,22.0,related_queries:top,4.0,エロ,,エロ アニメ,エロ|アニメ,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,エロ 画像,20.0,related_queries:top,5.0,エロ,,エロ 画像,エロ|画像,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,無料 動画 エロ,19.0,related_queries:top,6.0,エロ,,無料 動画 エロ,無料|動画|エロ,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,蒼井 そら エロ,100.0,related_queries:rising,1.0,エロ,,蒼井 そら エロ,蒼井|そら|エロ,sudachi,アダルト・性,0.8,keyword_fallback,エロ,男性寄り,0.75,keyword_signal,エロ,世代不明,0.25,keyword_signal,
2026-04-18,キャン メイク,100.0,related_queries:top,1.0,メイク,,キャン メイク,キャン|メーク,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,アート メイク,60.0,related_queries:top,2.0,メイク,,アート メイク,アート|メーク,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,アイ メイク,48.0,related_queries:top,3.0,メイク,,アイ メイク,アイ|メーク,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,メイク アップ,36.0,related_queries:top,4.0,メイク,,メイク アップ,メーク|アップ,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,メイク 落とし,34.0,related_queries:top,5.0,メイク,,メイク 落とし,メーク|落とし,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,メイク ブラシ,22.0,related_queries:top,6.0,メイク,,メイク ブラシ,メーク|ブラシ,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,ブス の 美 ボディ メイク bodymake,100.0,related_queries:rising,1.0,メイク,,ブス の 美 ボディ メイク bodymake,ぶす|美|ボディー|メーク|bodymake,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,メイク マイ デイ,100.0,related_queries:rising,2.0,メイク,,メイク マイ デイ,メーク|マイ|デー,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,ブス の 美 ボディ メイク,100.0,related_queries:rising,3.0,メイク,,ブス の 美 ボディ メイク,ぶす|美|ボディー|メーク,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,トモダチ コレクション キャラ メイク,100.0,related_queries:rising,4.0,メイク,,トモダチ コレクション キャラ メイク,友達|コレクション|キャラ|メーク,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,トモコレ キャラ メイク,100.0,related_queries:rising,5.0,メイク,,トモコレ キャラ メイク,トモコレ|キャラ|メーク,sudachi,アニメ・漫画,0.8,keyword_fallback,トモコレ,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,rmk メイク レッスン,100.0,related_queries:rising,6.0,メイク,,rmk メイク レッスン,rmk|メーク|レッスン,sudachi,美容・メイク,0.65,keyword_fallback,メイク,女性寄り,0.6,keyword_signal,メイク,世代不明,0.25,keyword_signal,
2026-04-18,コスメ,100.0,related_queries:top,1.0,メンズコスメ,,コスメ,コスメ,sudachi,美容・メイク,0.95,keyword_fallback,コスメ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,メンズ パーマ,14.0,related_queries:top,2.0,メンズコスメ,,メンズ パーマ,メンズ|パーマ,sudachi,ファッション,0.8,keyword_fallback,メンズ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,コスメ パーマ,13.0,related_queries:top,3.0,メンズコスメ,,コスメ パーマ,コスメ|パーマ,sudachi,美容・メイク,0.8,keyword_fallback,コスメ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,コスメ パーマ メンズ,13.0,related_queries:top,4.0,メンズコスメ,,コスメ パーマ メンズ,コスメ|パーマ|メンズ,sudachi,美容・メイク,0.8,keyword_fallback,コスメ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,メンズ コスメ プレゼント,11.0,related_queries:top,5.0,メンズコスメ,,メンズ コスメ プレゼント,メンズ|コスメ|プレゼント,sudachi,美容・メイク,0.8,keyword_fallback,コスメ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,メンズ コスメ おすすめ,9.0,related_queries:top,6.0,メンズコスメ,,メンズ コスメ おすすめ,メンズ|コスメ|御勧め,sudachi,美容・メイク,0.8,keyword_fallback,コスメ,男性寄り,0.95,keyword_signal,メンズ|メンズコスメ,世代不明,0.25,keyword_signal,
2026-04-18,メンズ コーデ,100.0,related_queries:top,1.0,コーデ,,メンズ コーデ,メンズ|コーデ,sudachi,ファッション,0.95,keyword_fallback,コーデ|メンズ,男性寄り,0.95,keyword_signal,メンズ,世代不明,0.25,keyword_signal,
2026-04-18,シャツ コーデ,93.0,related_queries:top,2.0,コーデ,,シャツ コーデ,シャツ|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ジャケット コーデ,44.0,related_queries:top,3.0,コーデ,,ジャケット コーデ,ジャケット|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,デニム コーデ,41.0,related_queries:top,4.0,コーデ,,デニム コーデ,デニム|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,t シャツ コーデ,21.0,related_queries:top,5.0,コーデ,,t シャツ コーデ,t|シャツ|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,シャツ コーデ メンズ,20.0,related_queries:top,6.0,コーデ,,シャツ コーデ メンズ,シャツ|コーデ|メンズ,sudachi,ファッション,0.95,keyword_fallback,コーデ|メンズ,男性寄り,0.95,keyword_signal,メンズ,世代不明,0.25,keyword_signal,
2026-04-18,授業 参観 コーデ,100.0,related_queries:rising,1.0,コーデ,,授業 参観 コーデ,授業|参観|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,40代,0.95,keyword_signal,授業参観
2026-04-18,参観 日 コーデ,100.0,related_queries:rising,2.0,コーデ,,参観 日 コーデ,参観|日|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,アーク ナイツ コーデ,90.0,related_queries:rising,3.0,コーデ,,アーク ナイツ コーデ,アーク|ナイツ|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,バウンド コーデ,50.0,related_queries:rising,4.0,コーデ,,バウンド コーデ,バウンド|コーデ,sudachi,ファッション,0.8,keyword_fallback,コーデ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,夏 メンズ コーデ,40.0,related_queries:rising,5.0,コーデ,,夏 メンズ コーデ,夏|メンズ|コーデ,sudachi,ファッション,0.95,keyword_fallback,コーデ|メンズ,男性寄り,0.95,keyword_signal,メンズ,世代不明,0.25,keyword_signal,
2026-04-18,孤独 の グルメ,100.0,related_queries:top,1.0,グルメ,,孤独 の グルメ,孤独|グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ホットペッパー,69.0,related_queries:top,2.0,グルメ,,ホットペッパー,ホット|ペッパー,sudachi,食（カフェ・グルメ）,0.95,keyword_fallback,グルメ|ホットペッパー,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ホットペッパー グルメ,68.0,related_queries:top,3.0,グルメ,,ホットペッパー グルメ,ホット|ペッパー|グルメ,sudachi,食（カフェ・グルメ）,0.95,keyword_fallback,グルメ|ホットペッパー,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,せっかく グルメ,22.0,related_queries:top,4.0,グルメ,,せっかく グルメ,グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,東京 グルメ,20.0,related_queries:top,5.0,グルメ,,東京 グルメ,東京|グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,大阪 グルメ,19.0,related_queries:top,6.0,グルメ,,大阪 グルメ,大阪|グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,京都 グルメ タクシー 岩間 さん,100.0,related_queries:rising,1.0,グルメ,,京都 グルメ タクシー 岩間 さん,京都|グルメ|タクシー|岩間,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,異 世界 召喚 グルメ マジカル テーブル クロス,100.0,related_queries:rising,2.0,グルメ,,異 世界 召喚 グルメ マジカル テーブル クロス,異|世界|召喚|グルメ|テーブル|クロス,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,京都 グルメ タクシー,100.0,related_queries:rising,3.0,グルメ,,京都 グルメ タクシー,京都|グルメ|タクシー,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,グルメ シティ 小林 店,100.0,related_queries:rising,4.0,グルメ,,グルメ シティ 小林 店,グルメ|シティー|小林|店,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,神宮 球場 グルメ,100.0,related_queries:rising,5.0,グルメ,,神宮 球場 グルメ,神宮|球場|グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,京都 おすすめ グルメ,70.0,related_queries:rising,6.0,グルメ,,京都 おすすめ グルメ,京都|御勧め|グルメ,sudachi,食（カフェ・グルメ）,0.8,keyword_fallback,グルメ,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,東京 ホテル,100.0,related_queries:top,1.0,ホテル,,東京 ホテル,東京|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,大阪 ホテル,57.0,related_queries:top,2.0,ホテル,,大阪 ホテル,大阪|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,京都 ホテル,42.0,related_queries:top,3.0,ホテル,,京都 ホテル,京都|ホテル,sudachi,旅行,0.95,keyword_fallback,ホテル|京都,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ビジネス ホテル,39.0,related_queries:top,4.0,ホテル,,ビジネス ホテル,ビジネス|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ホテル 予約,36.0,related_queries:top,5.0,ホテル,,ホテル 予約,ホテル|予約,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,プリンス ホテル,34.0,related_queries:top,6.0,ホテル,,プリンス ホテル,プリンス|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,足 和田 ホテル,100.0,related_queries:rising,1.0,ホテル,,足 和田 ホテル,足|和田|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ノット ア ホテル,100.0,related_queries:rising,2.0,ホテル,,ノット ア ホテル,ノット|ア|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,瀬 の 本 高原 ホテル,100.0,related_queries:rising,3.0,ホテル,,瀬 の 本 高原 ホテル,瀬|本|高原|ホテル,sudachi,旅行,0.8,keyword_fallback,ホテル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ラスト シーン アイドル,100.0,related_queries:top,1.0,アイドル,,ラスト シーン アイドル,ラスト|シーン|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,韓国 アイドル,37.0,related_queries:top,2.0,アイドル,,韓国 アイドル,韓国|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,グラビア,34.0,related_queries:top,3.0,アイドル,,グラビア,グラビア,sudachi,アダルト・性,0.95,keyword_fallback,グラビア,男性寄り,0.75,keyword_signal,グラビア,世代不明,0.25,keyword_signal,
2026-04-18,アイドル マスター,34.0,related_queries:top,4.0,アイドル,,アイドル マスター,アイドル|マスター,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,グラビア アイドル,33.0,related_queries:top,5.0,アイドル,,グラビア アイドル,グラビア|アイドル,sudachi,アダルト・性,0.8,keyword_fallback,グラビア,男性寄り,0.75,keyword_signal,グラビア,世代不明,0.25,keyword_signal,
2026-04-18,地下 アイドル,21.0,related_queries:top,6.0,アイドル,,地下 アイドル,地下|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,ラスト シーン アイドル,100.0,related_queries:rising,1.0,アイドル,,ラスト シーン アイドル,ラスト|シーン|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,江戸川 区 アイドル 襲撃 事件,100.0,related_queries:rising,2.0,アイドル,,江戸川 区 アイドル 襲撃 事件,江戸|川|アイドル|襲撃|事件,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,アイマス 好き な アイドル,100.0,related_queries:rising,3.0,アイドル,,アイマス 好き な アイドル,アイマス|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,アイマス ポータル 好き な アイドル,100.0,related_queries:rising,4.0,アイドル,,アイマス ポータル 好き な アイドル,アイマス|ポータル|アイドル,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,江戸川 区 アイドル 事件,100.0,related_queries:rising,5.0,アイドル,,江戸川 区 アイドル 事件,江戸|川|アイドル|事件,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
2026-04-18,江戸川 区 アイドル 襲撃,100.0,related_queries:rising,6.0,アイドル,,江戸川 区 アイドル 襲撃,江戸|川|アイドル|襲撃,sudachi,芸能・推し,0.8,keyword_fallback,アイドル,中立・不明,0.25,keyword_signal,,世代不明,0.25,keyword_signal,
